name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps,ncaa_conf,ncaa_pos,ncaa_exp,ncaa_height,ncaa_games,ncaa_mpg,ncaa_ppg,ncaa_fg_pct,ncaa_two_pct,ncaa_three_pct,ncaa_ft_pct,ncaa_oreb,ncaa_dreb,ncaa_rpg,ncaa_apg,ncaa_ast_to,ncaa_spg,ncaa_bpg,ncaa_tpg,ncaa_ortg,ncaa_adj_oe,ncaa_drtg,ncaa_porpag,ncaa_dporpag,ncaa_bpm,ncaa_obpm,ncaa_dbpm,ncaa_usage,birth_date,draft_age
kevin love,2008,5.0,PF,California-Los Angeles,College/University,MEM,79.75,81.5,255.0,83.25,106.0,12.9,,,29.5,35.0,11.17,,3.22,18.0,P10,,Fr,6-10,38.0,29.641,17.461499999999997,0.555555555555556,0.608,0.354,0.769,3.641,7.0,10.640999999999998,1.9231,0.96155,0.6922999999999999,1.4358999999999995,2.0,127.0,145.531,85.73100000000001,6.25055,4.768079999999999,14.624299999999998,10.7224,3.90194,27.2,1988-09-07,19.8
danilo gallinari,2008,6.0,,Olimpia Milano (Italy),Other Team/Club,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-08-08,19.882
eric gordon,2008,7.0,SG,Indiana,College/University,LAC,74.0,75.25,222.0,81.0,99.0,8.2,,,32.0,40.0,10.81,,3.01,15.0,B10,,Fr,6-3,32.0,34.6875,20.9062,0.432941176470588,0.525,0.3369999999999999,0.8340000000000001,0.7188,2.5312,3.25,2.4375,0.6782514199999999,1.3125,0.625,3.59380006900686,110.7,129.92000000000002,98.503,5.37316,3.82438,6.63115,5.76279,0.8683580000000001,29.7,1988-12-25,19.502
joe alexander,2008,8.0,SF-PF,West Virginia,College/University,MIL,79.25,80.25,220.0,83.5,106.0,5.8,,,32.5,38.5,11.33,,2.99,24.0,BE,,Jr,6-8,35.0,31.5833,16.8611,0.461206896551724,0.477,0.289,0.8170000000000001,1.8889,4.5,6.3889,2.4444,1.0999910699999995,0.7222,1.5,2.222199858404311,108.6,125.058,93.96710000000002,4.37657,4.08222,6.33837,4.40789,1.93048,28.3,1986-12-26,21.5
d j augustin,2008,9.0,PG,Texas,College/University,CHA,70.0,71.5,171.5,75.5,94.5,8.1,,,28.5,35.0,11.27,,3.07,2.0,B12,,So,6-0,37.0,37.2895,19.2368,0.4401473296500919,0.472,0.381,0.7829999999999999,0.5263,2.4211,2.9474,5.7632,2.08569764,1.2368,0.0,2.76320013479998,116.0,135.86700000000002,104.48,6.668879999999999,3.63619,7.95274,7.44,0.512736,28.0,1987-11-10,20.627
brook lopez,2008,10.0,C,Stanford,College/University,NJN,83.25,84.5,258.0,89.5,113.0,6.3,,,27.5,30.5,12.77,,3.57,7.0,P10,,So,7-0,27.0,30.7407,19.2963,0.468193384223919,0.475,0.0,0.7889999999999999,2.8519,5.3333,8.1852,1.3704,0.63795913,0.5926,2.0741,2.1480999887876804,110.6,135.985,90.00450000000001,5.36516,4.6065,11.1193,7.39237,3.72693,32.0,1988-04-01,20.235
jerryd bayless,2008,11.0,PG-SG,Arizona,College/University,IND,73.75,75.0,204.0,75.5,97.0,4.7,,,31.0,38.0,11.26,,3.07,10.0,P10,,Fr,6-3,29.0,35.73330000000001,19.7333,0.459459459459459,0.487,0.415,0.8360000000000001,0.4333000000000001,2.3,2.7333000000000003,4.0333000000000006,1.3595239899999998,0.9667,0.1,2.9667001315659,113.2,134.32700000000003,105.687,6.104079999999999,3.5229,6.61769,6.32932,0.28837,28.8,1988-08-20,19.849
jason thompson,2008,12.0,,Rider,College/University,SAC,,,,,,,,,,,,,,,MAAC,,Sr,6-11,33.0,34.5152,20.5758,0.5604166666666669,0.5780000000000001,0.324,0.58,3.3636,8.697,12.0606,2.7273000000000005,0.91837554,1.0909,2.697,2.96970017298152,111.9,123.936,92.4563,4.67463,3.90051,6.71433,4.89264,1.8217,30.0,1986-07-21,21.933
brandon rush,2008,13.0,,Kansas,College/University,POR,,,,,,,,,,,,,,,B12,,Jr,6-6,37.0,29.657900000000005,13.3421,0.432762836185819,0.445,0.418,0.7879999999999999,1.5,3.6316,5.131600000000001,2.1316,1.17391781,0.8421000000000001,0.8421000000000001,1.8158000345867504,112.7,121.424,92.2787,3.8085,4.2231,8.495640000000002,6.22263,2.27301,21.6,1985-07-07,22.971
anthony randolph,2008,14.0,PF-SF,Louisiana State,College/University,GSW,81.0,82.25,197.0,87.0,109.0,4.7,,,29.0,35.0,11.86,,3.26,7.0,SEC,,Fr,6-10,30.0,32.7742,15.5806,0.457894736842105,0.476,0.105,0.691,2.7742,5.709700000000001,8.4839,1.2257999999999998,0.41304715,1.129,2.2581,2.967699934499,96.6,109.517,95.74120000000002,2.8064399999999994,3.93813,2.59006,0.940958,1.64911,27.7,1989-07-15,18.949
robin lopez,2008,15.0,,Stanford,College/University,PHX,,,,,,,,,,,,,,,P10,,So,7-0,36.0,24.527800000000003,10.1944,0.5343511450381679,0.533,1.0,0.652,2.5833000000000004,3.0833000000000004,5.6667,0.6111,0.3492000099999999,0.5,2.3056,1.7499999498854495,106.5,114.539,90.6509,2.50003,3.4634,6.04523,1.97443,4.0708,22.6,1988-04-01,20.235
marreese speights,2008,16.0,,Florida,College/University,PHI,,,,,,,,,,,,,,,SEC,,So,6-10,36.0,24.277800000000003,14.5,0.6242774566473991,0.624,0.0,0.692,2.5833000000000004,5.472200000000001,8.055600000000002,0.9444,0.5483683599999999,0.4167,1.3611,1.7222000189799398,119.3,131.515,94.5182,3.92541,2.91026,7.17642,6.107029999999999,1.0693899999999998,25.8,1987-08-04,20.895
roy hibbert,2008,17.0,,Georgetown,College/University,TOR,,,,,,,,,,,,,,,BE,,Sr,7-2,34.0,26.3235,13.352900000000002,0.608843537414966,0.605,1.0,0.646,2.2059,4.147099999999999,6.352899999999999,1.8529,1.1052192499999998,0.5294,2.2059,1.67649993428906,119.2,133.30800000000002,88.6449,4.4024,3.87887,11.0607,6.040509999999999,5.02023,25.6,1986-12-11,21.541
javale mcgee,2008,18.0,C-PF,Nevada-Reno,College/University,WAS,83.0,84.0,241.0,90.0,114.5,5.3,,,27.0,32.5,12.75,,3.25,7.0,WAC,,So,7-0,32.0,27.3333,14.121199999999998,0.5289017341040461,0.556,0.325,0.511,2.5152,4.8182,7.3333,0.6061,0.25002063,0.7878999999999999,2.7879000000000005,2.42419995501971,99.9,107.373,95.142,2.16061,3.16174,2.5249,1.04357,1.4813299999999998,26.6,1988-01-19,20.435
jj hickson,2008,19.0,,North Carolina State,College/University,CLE,,,,,,,,,,,,,,,ACC,,Fr,7-0,30.0,28.8,14.9,0.5895522388059699,0.592,0.0,0.6819999999999999,2.6,5.9667,8.5667,1.0333,0.38270371,0.7333,1.5333,2.69999995557921,108.1,123.47,99.4508,3.85277,3.25942,5.62635,4.401050000000001,1.2252999999999998,27.6,1988-09-04,19.808
alexis ajinca,2008,20.0,,Hyeres-Toulon Var Basket (France),Other Team/Club,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-05-06,20.14
ryan anderson,2008,21.0,,California,College/University,NJN,,,,,,,,,,,,,,,P10,,So,6-9,33.0,32.7879,21.1212,0.490405117270789,0.53,0.41,0.8690000000000001,3.0303,6.9091000000000005,9.9394,1.4242,0.63512313,0.3636,0.5455,2.2423998319821905,121.8,142.399,105.105,6.48443,3.14615,9.25163,9.947309999999998,-0.695674,28.2,1988-05-06,20.14
courtney lee,2008,22.0,,Western Kentucky,College/University,ORL,,,,,,,,,,,,,,,SB,,Sr,6-5,34.0,29.9722,20.4167,0.46259842519685,0.493,0.399,0.8220000000000001,1.3333,3.5278,4.8611,2.0833000000000004,0.8928556200000001,1.8056,0.7778,2.33329997967645,115.9,131.39100000000002,92.6266,4.809670000000001,3.53937,10.1792,7.79171,2.3875300000000004,30.3,1985-10-03,22.73
kosta koufos,2008,23.0,,Ohio State,College/University,UTA,,,,,,,,,,,,,,,B10,,Fr,7-0,37.0,27.0811,14.4324,0.5080091533180782,0.535,0.349,0.6799999999999999,2.6486,4.026999999999999,6.6757,0.5135,0.34544229,0.4324,1.8108,1.48650010396816,109.5,123.423,93.6373,3.62125,3.5935900000000003,5.46835,3.88984,1.5785,26.4,1989-02-24,19.335
serge ibaka,2008,24.0,,CB L'Hospitalet (Spain),Other Team/Club,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989-09-18,18.771
nicolas batum,2008,25.0,,Le Mans Sarthe Basket (France),Other Team/Club,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-12-14,19.532
george hill,2008,26.0,PG,IUPUI,College/University,SAS,73.25,74.5,181.0,81.0,97.5,3.0,,,34.0,37.5,12.2,,3.07,9.0,Sum,,Jr,6-2,28.0,36.7742,21.8387,0.5335195530726259,0.5710000000000001,0.433,0.804,1.5161,5.354799999999999,6.871,4.193499999999999,1.49420991,1.8065,0.4194,2.806499924766259,124.7,139.066,99.51460000000002,6.988700000000001,3.44951,8.82023,7.8418,0.978425,30.2,1986-05-04,22.146
darrell arthur,2008,27.0,PF,Kansas,College/University,NOH,79.5,80.5,216.0,82.75,107.0,7.3,,,28.5,30.0,12.18,,3.14,12.0,B12,,So,6-9,39.0,24.725,12.75,0.544041450777202,0.556,0.167,0.698,2.3,3.95,6.25,0.8250000000000001,0.43999999,0.5,1.325,1.87500004261364,108.9,121.303,89.85869999999998,3.11466,3.62407,4.147919999999999,2.1747300000000003,1.9732,24.9,1988-03-25,20.255
donte greene,2008,28.0,SF-PF,Syracuse,College/University,MEM,80.25,81.0,221.0,82.0,108.0,7.6,,,27.5,31.5,11.21,,3.2,2.0,BE,,Fr,6-11,35.0,35.8,17.7143,0.4184261036468331,0.492,0.345,0.707,1.7143,5.4571,7.1714,2.0286,0.7802307899999998,1.2856999999999998,1.6286,2.5999999307897097,106.4,115.67199999999998,100.62,3.82677,3.92038,4.65147,3.59395,1.05753,22.8,1988-02-21,20.345
dj white,2008,29.0,,Indiana,College/University,DET,,,,,,,,,,,,,,,B10,,Sr,6-9,33.0,33.48479999999999,17.4242,0.605042016806723,0.607,0.3329999999999999,0.689,3.0303,7.303,10.3333,0.7576,0.3968362,0.7878999999999999,1.6364,1.90910002666087,120.7,131.576,91.511,5.37889,4.46684,8.02113,6.094949999999999,1.92618,23.3,1986-08-31,21.821
j r giddens,2008,30.0,SG,New Mexico,College/University,BOS,76.0,76.75,208.0,83.25,103.0,5.4,,,,,,,,10.0,MWC,,Sr,6-5,33.0,32.21210000000001,16.272699999999997,0.515970515970516,0.557,0.3329999999999999,0.586,1.7272999999999998,7.0606,8.787899999999999,3.1212,1.4109669699999998,1.4242,1.1818,2.2120999756642097,109.1,120.405,84.9539,3.8960499999999993,4.67141,10.5614,5.89512,4.66628,26.9,1985-02-13,23.365
nikola pekovic,2008,31.0,,KK Partizan (Serbia),Other Team/Club,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-01-03,22.478
walter sharpe,2008,32.0,,Alabama-Birmingham,College/University,OKC,,,,,,,,,,,,,,,CUSA,,So,6-9,12.0,24.9167,14.1667,0.5230769230769229,0.535,0.0,0.523,1.8333,5.0,6.8333,1.6667,0.5882539599999999,1.1667,1.8333,2.83330009372143,95.0,109.388,87.61160000000001,2.10765,3.27403,4.58792,0.612906,3.97502,32.2,1986-07-18,21.941
joey dorsey,2008,33.0,PF-C,Memphis,College/University,POR,78.25,79.25,265.0,85.75,107.0,9.0,,,27.5,33.0,11.84,,3.2,19.0,CUSA,,Sr,6-8,38.0,25.2105,6.868399999999999,0.6467065868263469,0.651,0.0,0.378,3.5263,6.0,9.5263,0.5263,0.4878116800000001,1.0789,1.9474,1.0788999558190198,113.4,108.533,80.0839,2.06634,4.38523,7.693529999999999,2.74229,4.951240000000001,14.5,1983-12-16,24.528
mario chalmers,2008,34.0,,Kansas,College/University,MIN,,,,,,,,,,,,,,,B12,,Jr,6-1,38.0,30.0,12.7692,0.5128205128205131,0.553,0.471,0.75,0.359,2.7179,3.0769,4.3333,2.25328903,2.4872,0.5897,1.923099940712,124.8,130.742,86.818,4.75998,4.70373,13.9861,7.163189999999999,6.822919999999999,19.7,1986-05-19,22.105
deandre jordan,2008,35.0,C,Texas A&M,College/University,LAC,81.75,83.0,250.0,90.0,113.5,7.5,,,26.0,30.5,12.3,,3.27,8.0,B12,,Fr,6-11,34.0,20.0857,7.9429,0.6045197740112989,0.605,0.0,0.452,1.8857,4.114299999999999,6.0,0.4286,0.26317083,0.2,1.2571,1.62859994779817,99.3,107.514,89.5765,1.56226,2.86702,4.09977,1.26768,2.83209,22.1,1988-07-21,19.932
omer asik,2008,36.0,,Fenerbahce S.K. (Turkey),Other Team/Club,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-07-04,21.979
luc mbah a moute,2008,37.0,SF,California-Los Angeles,College/University,MIL,77.75,79.5,221.0,86.5,103.5,7.0,,,32.0,38.5,11.71,,3.17,11.0,P10,,Jr,6-7,32.0,29.0303,8.787899999999999,0.475,0.507,0.174,0.7,2.2121,3.787900000000001,6.0,1.5455,0.82259954,1.0303,0.4545,1.87879998085095,102.7,105.266,91.1655,2.0601800000000003,4.17916,4.30296,1.37469,2.92827,18.5,1986-09-09,21.796
kyle weaver,2008,38.0,,Washington State,College/University,CHA,,,,,,,,,,,,,,,P10,,Sr,6-6,35.0,33.1143,12.1714,0.463087248322148,0.491,0.364,0.733,1.0571,4.2,5.257099999999999,4.314299999999999,1.55672227,1.7143,0.7142999999999999,2.77139993635474,105.5,116.945,89.46160000000002,3.65941,4.80237,9.49605,4.67572,4.820329999999999,25.7,1986-02-18,22.352
sonny weems,2008,39.0,SG-SF,Arkansas,College/University,CHI,76.0,77.5,193.0,82.0,104.0,4.4,,,29.0,36.5,10.58,,2.96,12.0,SEC,,Sr,6-6,34.0,31.411800000000003,14.9706,0.4635294117647061,0.513,0.37,0.803,1.6471,2.8235,4.470600000000001,2.6176,0.92707634,1.3235,0.2353,2.8234999503924305,106.1,115.134,100.029,3.29894,3.51634,5.31109,4.17444,1.1366500000000002,24.3,1986-07-08,21.969
chris douglas roberts,2008,40.0,,Memphis,College/University,NJN,,,,,,,,,,,,,,,CUSA,,Jr,6-7,40.0,28.675,18.1,0.5407098121085603,0.5780000000000001,0.413,0.712,1.325,2.8,4.124999999999999,1.775,0.8554216600000001,1.225,0.45,2.0750000648802795,118.0,132.002,90.2838,4.67178,4.00766,10.7768,7.43012,3.34667,26.2,1987-01-08,21.465
nathan jawai,2008,41.0,,Cairns Taipans (Australia),Other Team/Club,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-10-10,21.711
sean singletary,2008,42.0,PG,Virginia,College/University,SAC,71.0,72.0,183.8,76.5,95.0,4.2,,,26.0,,,,,18.0,ACC,,Sr,6-0,33.0,34.0,19.7879,0.4264705882352941,0.456,0.367,0.8510000000000001,0.7878999999999999,3.0606,3.8485,6.1212,1.5781170000000002,1.8182,0.0303,3.87879986084682,111.2,131.17899999999997,103.214,5.415360000000001,3.24906,7.18722,5.842779999999999,1.34445,30.8,1985-09-06,22.804
patrick ewing,2008,43.0,SF-PF,Georgetown,College/University,SAC,78.0,79.25,224.0,84.25,97.5,9.4,,,35.0,42.0,11.77,,3.43,2.0,BE,,Sr,6-8,34.0,21.7353,6.147099999999999,0.528571428571429,0.649,0.283,0.658,1.4411999999999998,2.7647000000000004,4.2059,1.8235,1.1481551900000002,0.9706,0.6764999999999999,1.5881999366305202,108.4,110.319,89.68549999999999,1.91388,3.1289700000000003,6.54717,2.11392,4.4332600000000015,18.3,1984-05-20,24.101
ante tomic,2008,44.0,,KK Zagreb (Croatia),Other Team/Club,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-02-17,21.355
goran dragic,2008,45.0,,KK Olimpija (Slovenia),Other Team/Club,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-05-06,22.141
trent plaisted,2008,46.0,PF,Brigham Young,College/University,OKC,81.25,82.25,240.0,82.5,105.5,11.0,,,30.5,35.5,11.32,,3.17,14.0,MWC,,Jr,6-11,34.0,27.5588,15.7647,0.544959128065395,0.545,0.0,0.54,2.1765,5.470600000000001,7.647099999999999,1.5882,0.6585123299999999,0.4412,1.0,2.41179994306257,101.7,116.315,89.2706,3.00681,3.67358,3.87227,1.9968,1.87547,30.3,1986-10-01,21.736
henry walker,2008,47.0,,Kansas State,College/University,WAS,,,,,,,,,,,,,,,B12,,Fr,6-6,30.0,27.2903,16.0645,0.4645669291338581,0.532,0.304,0.75,2.5484,3.7742,6.3226,1.9032,0.7283860899999999,0.8710000000000001,0.5484,2.6128999800092294,109.3,126.692,95.7719,4.009240000000001,3.46078,6.124509999999998,4.857679999999999,1.26683,27.6,1987-10-09,20.715
malik hairston,2008,48.0,SG,Oregon,College/University,PHX,76.25,77.25,204.0,81.0,103.5,6.9,,,30.5,38.0,11.33,,3.08,13.0,P10,,Sr,6-6,31.0,31.4839,16.2903,0.525373134328358,0.5770000000000001,0.433,0.732,1.4515999999999998,3.3871,4.8387,2.129,1.19997745,0.6129,0.8387000000000001,1.7742000068418002,121.7,134.172,106.963,5.33399,2.84072,7.44511,6.882979999999999,0.56213,23.3,1987-02-23,21.339
richard hendrix,2008,49.0,PF,Alabama,College/University,GSW,78.75,80.75,250.0,87.0,108.0,9.2,,,26.5,28.0,10.62,,3.27,13.0,SEC,,Jr,6-9,32.0,30.625,17.75,0.597911227154047,0.604,0.286,0.537,3.6875,6.406200000000001,10.0938,1.5938,0.92727484,1.2812,1.9688,1.71880000540077,117.4,130.431,96.4548,4.779100000000001,3.63708,8.86131,6.618129999999999,2.2431800000000006,26.2,1986-11-15,21.613
devon hardin,2008,50.0,C-PF,California,College/University,OKC,81.5,82.75,235.0,87.0,109.5,5.8,,,29.5,32.0,11.49,,3.33,20.0,P10,,Sr,6-11,30.0,23.8,9.3333,0.5536723163841812,0.554,0.0,0.636,1.8,5.5667,7.3667,0.6667,0.46515035,0.5667000000000001,1.2332999999999998,1.43330000719122,109.2,114.65,100.233,2.43826,2.62168,4.24145,2.3473,1.89415,19.9,1986-08-07,21.886
shan foster,2008,51.0,SG,Vanderbilt,College/University,DAL,76.0,77.25,194.5,83.5,103.5,6.3,,,30.0,33.0,12.3,,3.24,10.0,SEC,,Sr,6-6,34.0,33.73530000000001,20.3235,0.5226781857451399,0.61,0.469,0.76,1.1471,3.7647,4.9118,1.6471,0.9655314,1.0588,0.2353,1.7058999841952298,125.4,131.05700000000002,102.874,5.284,3.2954,10.0649,9.3351,0.729801,21.5,1986-08-20,21.851
darnell jackson,2008,52.0,PF,Kansas,College/University,MIA,79.0,79.75,240.5,83.25,106.5,12.5,,,27.0,31.0,11.75,,3.26,11.0,B12,,Sr,6-9,39.0,24.275,11.175,0.6278195488721799,0.635,0.3329999999999999,0.6869999999999999,2.025,4.65,6.675,1.075,0.84313731,0.775,0.475,1.27499991668024,124.0,129.77399999999997,88.4693,3.77291,3.67307,8.60557,5.57617,3.0294,19.8,1985-11-07,22.634
tadija dragicevic,2008,53.0,,KK Crvena zvezda (Serbia),Other Team/Club,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-01-28,22.409
maarty leunen,2008,54.0,SF,Oregon,College/University,HOU,79.25,80.5,222.0,80.0,102.5,8.9,,,29.5,34.5,11.57,,3.36,14.0,P10,,Sr,6-9,32.0,34.7188,15.1562,0.558718861209964,0.609,0.492,0.7889999999999999,2.1562,7.0,9.1562,2.8125,1.8,0.8750000000000001,0.3438,1.5625,135.3,140.36,102.866,6.621169999999999,3.52963,10.4046,8.759319999999999,1.64524,19.0,1985-09-03,22.812
mike taylor,2008,55.0,SG-PG,Idaho Stampede (D-League),Other Team/Club,POR,72.75,74.0,166.2,79.25,98.0,3.8,,,31.0,39.0,10.98,,3.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-01-21,22.428
sasha kaun,2008,56.0,C-PF,Kansas,College/University,OKC,81.0,82.75,247.0,88.0,110.0,9.6,,,29.0,32.0,12.06,,3.2,13.0,B12,,Sr,6-11,39.0,17.650000000000002,7.1,0.6104651162790701,0.61,0.0,0.552,1.6,2.25,3.85,0.3,0.37500001,0.425,1.225,0.7999999786666669,115.9,118.092,89.80720000000001,2.04524,2.61199,5.440600000000001,2.1262,3.3144,18.0,1985-05-08,23.135
james gist,2008,57.0,PF,Maryland,College/University,SAS,79.0,80.5,220.0,88.0,107.5,4.8,,,30.5,35.0,11.37,,3.14,5.0,ACC,,Sr,6-9,33.0,32.0,15.9091,0.49616368286445,0.537,0.31,0.737,1.8182,6.0606,7.8788,1.3636,0.49998169,1.2727,2.3333,2.7272998737213805,103.3,114.259,91.5052,3.2635000000000005,4.340909999999999,5.93743,2.5733900000000003,3.36404,23.7,1986-10-26,21.667
joe crawford,2008,58.0,SG,Kentucky,College/University,LAL,75.0,76.0,213.0,77.75,99.5,7.6,,,31.0,36.0,11.67,,3.22,13.0,SEC,,Sr,6-5,30.0,33.633300000000006,17.9333,0.4688279301745641,0.548,0.364,0.762,1.0333,2.6,3.6333,2.1333,0.77106301,0.5667000000000001,0.1667,2.76669996139485,108.5,122.67799999999998,104.151,4.35316,3.1449100000000003,3.2275700000000005,4.21331,-0.985737,27.1,1986-06-17,22.026
deron washington,2008,59.0,SF,Virginia Tech,College/University,DET,77.25,78.25,198.5,81.0,102.5,7.2,,,34.0,40.0,11.03,,3.09,7.0,ACC,,Sr,6-7,35.0,33.1143,13.114299999999998,0.4164305949008501,0.451,0.269,0.6709999999999999,1.9714,4.5143,6.4857000000000005,2.2857000000000003,1.08106705,0.9714,0.6286,2.11429994097036,101.9,109.323,93.9644,2.7830700000000004,4.2586200000000005,4.15946,1.59895,2.5605,22.8,1985-12-12,22.538
semih erden,2008,60.0,,Fenerbahce S.K. (Turkey),Other Team/Club,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-07-28,21.914
aleks maric,2008,999.0,C,Nebraska,College/University,,81.75,82.75,273.0,85.0,109.5,10.1,,,23.0,28.0,11.76,,3.35,15.0,B12,,Sr,6-11,33.0,29.3939,15.727299999999998,0.575301204819277,0.583,0.167,0.657,3.9697,6.1818,10.1515,1.9394,0.81014246,1.3333,1.7272999999999998,2.39389995680513,113.6,131.82100000000003,84.94120000000002,4.72878,4.49496,11.3904,7.50502,3.88533,29.0,1984-10-22,23.677
brian butch,2008,999.0,C-PF,Wisconsin,College/University,,81.5,83.0,229.6,83.25,108.0,10.8,,,24.0,26.5,11.87,,3.52,9.0,B10,,Sr,6-11,36.0,24.638900000000003,12.3889,0.456338028169014,0.5,0.309,0.647,2.1389,4.4444,6.5833,0.8056000000000001,0.5686454300000002,0.5556000000000001,0.8056000000000001,1.41670003397372,107.0,123.195,84.3304,3.2863,3.9387,6.613149999999999,4.35146,2.26169,27.6,,
brian roberts,2008,999.0,PG,Dayton,College/University,,72.25,73.25,173.0,73.25,95.0,3.6,,,31.5,36.5,10.65,,3.05,10.0,A10,,Sr,6-2,34.0,34.676500000000004,18.4412,0.475972540045767,0.498,0.455,0.8600000000000001,0.2353,2.5882,2.8235,3.4412,1.2446920499999998,0.3529,0.1176,2.76469991111456,118.5,131.677,105.979,5.54387,2.88425,7.01688,7.65104,-0.634159,26.2,,
bryce taylor,2008,999.0,SG,Oregon,College/University,,74.75,76.25,210.0,81.0,99.5,8.3,,,34.5,41.0,11.08,,3.19,16.0,P10,,Sr,6-5,30.0,33.133300000000006,12.8333,0.460750853242321,0.525,0.382,0.8230000000000001,1.1,2.6667,3.7667,1.4332999999999998,0.8958124999999999,0.7,0.4333000000000001,1.6,113.3,117.07,108.855,3.66929,2.7674700000000003,3.10004,3.3120799999999995,-0.212037,18.6,,
charles rhodes,2008,999.0,PF,Mississippi St.,College/University,,79.25,80.25,244.0,83.25,107.5,10.7,,,26.5,33.5,11.51,,3.13,14.0,SEC,,Sr,6-8,31.0,31.4839,17.354800000000004,0.561679790026247,0.5630000000000001,0.5,0.6729999999999999,2.871,4.9355,7.8065,0.9355,0.39189813,0.5161,1.3548,2.38709993334237,110.9,122.292,94.4882,4.05168,3.99165,5.112679999999999,3.94752,1.16516,25.9,,
chris daniels,2008,999.0,C-PF,Texas A&M Corpus Chris,College/University,,80.25,81.5,256.0,84.5,109.0,16.1,,,26.0,28.5,12.72,,3.56,11.0,Slnd,,Sr,7-0,29.0,27.6207,12.3793,0.5058365758754859,0.58,0.364,0.691,1.7241,4.4828,6.2069,1.6207,0.79660855,0.4138,1.6897,2.03449988077582,111.6,113.276,100.753,2.71003,2.32691,5.30912,3.78633,1.52279,21.5,,
david padgett,2008,999.0,C-PF,Louisville,College/University,,82.25,83.5,239.5,85.0,109.5,9.0,,,24.0,28.0,12.45,,3.45,17.0,BE,,Sr,6-11,26.0,23.4615,11.1538,0.6666666666666669,0.6669999999999999,0.0,0.6599999999999999,1.8077,2.9615,4.7692000000000005,2.0,1.29996754,0.4231,1.1154,1.53849995362192,122.9,132.61899999999997,92.7094,3.87789,3.23461,9.18458,5.46319,3.72139,21.7,,
davon jefferson,2008,999.0,SF,USC,College/University,,77.25,78.5,213.0,81.5,105.0,12.0,,,27.0,32.0,12.02,,3.36,2.0,P10,,Fr,6-8,29.0,27.7586,12.1034,0.5750000000000001,0.5780000000000001,0.5,0.696,2.0345,4.2414000000000005,6.2759,0.7586,0.3188332499999999,0.8276000000000001,0.9655,2.37930015141144,105.4,116.751,92.9545,3.04244,3.83514,5.181240000000001,2.25662,2.92462,23.3,,
demarcus nelson,2008,999.0,PG-SG,Duke,College/University,,73.0,74.25,198.0,82.0,98.5,4.5,,,34.5,38.5,10.54,,3.13,19.0,ACC,,Sr,6-4,34.0,30.911800000000003,14.5294,0.49002849002849,0.532,0.388,0.601,1.4411999999999998,4.352899999999999,5.794099999999999,2.9412,1.1904801100000002,1.5588,0.3235,2.4705998657970003,108.3,118.258,92.0559,3.58026,4.29565,7.144539999999999,4.106529999999999,3.03801,23.1,1985-11-02,22.648
drew neitzel,2008,999.0,PG,Michigan St.,College/University,,71.75,72.75,175.5,74.5,95.0,6.2,,,25.5,32.0,11.19,,3.2,10.0,B10,,Sr,6-0,36.0,31.5833,13.9167,0.405405405405405,0.417,0.398,0.8600000000000001,0.4167,2.0833000000000004,2.5,4.027799999999999,2.84308609,0.9722,0.0556,1.41669997759371,121.3,129.601,101.201,4.91467,3.39903,8.62014,7.025309999999999,1.59483,21.3,,
frank elegar,2008,999.0,PF,Drexel,College/University,,79.25,80.75,210.0,87.25,106.0,4.5,,,33.5,37.5,11.86,,3.17,11.0,CAA,,Sr,6-9,31.0,30.0,13.9677,0.559386973180077,0.559,0.0,0.659,2.0,6.0323,8.0323,1.0323,0.47061772,1.0,1.9032,2.1935000662533506,105.3,110.252,89.5647,2.61195,3.75064,4.568979999999999,1.77689,2.7921,24.1,,
