name,draft_year,overall_pick,position,organization,organization_type,draft_team_abbreviation,height_wo_shoes_in,height_w_shoes_in,weight_lbs,wingspan_in,standing_reach_in,body_fat_pct,hand_length_in,hand_width_in,standing_vertical_leap_in,max_vertical_leap_in,lane_agility_time_sec,modified_lane_agility_time_sec,three_quarter_sprint_sec,bench_press_reps
bryan bracey,2001,57,,Oregon,College/University,SAS,,,,,,,,,,,,,,
adam allenspach,2001,999,C,,,,83.5,,259.0,84.5,107.0,12.4,,,28.5,31.0,11.9,,3.4,16.0
anthony evans,2001,999,PF,,,,78.0,,267.0,83.5,101.5,12.9,,,31.5,33.0,12.56,,3.31,18.0
benjamin eze,2001,999,C-PF,,,,80.75,,232.0,90.0,109.0,3.9,,,29.0,32.0,13.05,,3.36,14.0
brent wright,2001,999,PF-SF,,,,79.75,,236.0,85.5,105.5,12.4,,,23.0,29.0,12.25,,3.3,19.0
calvin bowman,2001,999,PF,,,,80.75,,214.0,83.5,104.0,8.6,,,28.5,34.5,11.96,,3.21,7.0
charles hathaway,2001,999,C,,,,80.0,,274.0,86.0,107.5,,,,,,,,,
charlie bell,2001,999,PG,,,,74.5,,200.0,79.5,97.5,6.7,,,31.5,38.0,10.59,,3.12,15.0
cookie belcher,2001,999,SG-PG,,,,75.0,,206.0,80.5,99.0,5.3,,,35.0,41.5,11.26,,2.91,7.0
damone thornton,2001,999,PF,,,,78.75,,235.0,85.75,103.7,8.0,,,33.5,37.5,11.17,,3.2,19.0
darrell johns,2001,999,C,,,,83.25,,278.0,89.0,111.5,19.1,,,23.5,30.0,12.41,,3.59,18.0
darren kelly,2001,999,SG-PG,,,,74.0,,178.0,78.75,100.0,6.7,,,30.5,34.5,11.38,,3.21,1.0
demarcus minor,2001,999,SG,,,,75.25,,207.0,80.25,99.5,6.7,,,29.0,41.0,10.57,,3.15,9.0
demetrius porter,2001,999,PG,,,,70.75,,178.0,74.75,94.0,12.4,,,26.0,31.0,11.5,,3.34,5.0
greg stevenson,2001,999,SF,,,,75.75,,215.0,84.5,102.0,7.3,,,30.0,35.5,11.29,,3.23,15.0
gyasi cline heard,2001,999,PF,,,,78.25,,231.0,83.5,103.0,8.0,,,31.5,34.5,11.4,,3.23,11.0
horace jenkins,2001,999,PG,,,,71.75,,171.0,77.25,97.0,6.0,,,34.5,41.0,10.97,,3.1,2.0
jamario moon,2001,999,SF,,,,78.5,,185.0,83.5,103.0,5.3,,,33.0,43.0,11.64,,3.08,0.0
jason gardner,2001,999,PG,,,,69.75,,188.0,73.25,92.5,8.0,,,34.5,40.0,10.88,,2.92,9.0
jerry green,2001,999,PG-SG,,,,73.5,,179.0,78.25,99.0,5.5,,,28.5,35.0,11.7,,3.17,13.0
kenny gregory,2001,999,SF,,,,75.5,,200.0,83.25,101.0,6.7,,,39.5,45.5,11.33,,3.1,10.0
kimani ffriend,2001,999,C-PF,,,,81.5,,228.0,82.75,108.5,11.7,,,32.0,33.0,11.46,,3.09,9.0
lazaros papadopoulos,2001,999,C-PF,,,,82.25,,227.0,86.5,110.5,11.7,,,23.0,26.0,12.0,,3.7,4.0
lee scruggs,2001,999,PF-SF,,,,82.25,,209.0,89.75,110.5,10.5,,,23.5,29.5,13.28,,3.55,0.0
martin rancik,2001,999,PF-SF,,,,80.75,,230.0,80.0,102.5,8.0,,,32.0,37.0,10.77,,3.19,14.0
maurice evans,2001,999,SG,,,,76.25,,221.0,80.0,101.0,4.0,,,34.5,37.5,10.08,,3.12,22.0
michael hicks,2001,999,SG,,,,76.0,,197.0,81.25,100.5,7.3,,,33.0,40.5,11.38,,3.19,13.0
mike mardesich,2001,999,C-PF,,,,82.25,,247.0,84.5,108.5,13.6,,,24.0,30.0,11.65,,3.45,8.0
nate james,2001,999,SF,,,,76.75,,196.0,82.75,103.0,6.0,,,26.0,31.0,11.42,,3.31,23.0
norman richardson,2001,999,SG,,,,75.5,,180.0,76.5,99.0,6.0,,,30.5,35.5,10.97,,3.15,2.0
rashad phillips,2001,999,PG,,,,69.0,,166.0,73.5,92.0,12.4,,,27.0,32.0,11.93,,3.27,5.0
robb dryden,2001,999,C,,,,85.0,,241.0,86.5,110.2,8.0,,,27.0,30.0,12.47,,3.46,8.0
ryan carroll,2001,999,SF-SG,,,,76.0,,202.0,80.25,99.0,8.0,,,34.5,39.0,11.0,,3.1,14.0
sam clancy,2001,999,PF,,,,78.25,,242.0,86.75,107.0,8.0,,,31.0,34.0,11.47,,3.13,15.0
sirvaliant brown,2001,999,PG,,,,71.0,,176.0,76.0,92.5,6.7,,,31.0,39.5,11.23,,3.0,10.0
souleymane wane,2001,999,C,,,,80.5,,235.0,89.0,109.0,11.2,,,29.0,30.5,12.02,,3.46,9.0
tate decker,2001,999,SF,,,,81.25,,218.0,83.75,107.0,13.6,,,25.5,28.5,12.19,,3.47,13.0
tory walker,2001,999,SF,,,,78.75,,187.0,83.25,104.5,6.7,,,28.0,33.0,11.95,,3.25,7.0
troy ostler,2001,999,PF-SF,,,,80.75,,200.0,85.5,106.5,8.0,,,26.5,29.5,13.42,,3.5,2.0
zach marbury,2001,999,PG-SG,,,,73.25,,183.0,75.5,96.5,6.7,,,33.0,36.5,11.53,,3.1,0.0
yao ming,2002,1,,Shanghai Sharks (China),Other Team/Club,HOU,,,,,,,,,,,,,,
jay williams,2002,2,PG,Duke,College/University,CHI,72.25,,197.0,75.5,97.0,,,,28.5,36.0,10.34,,3.09,10.0
mike dunleavy,2002,3,SF,Duke,College/University,GSW,80.0,,230.0,81.0,106.0,,,,24.5,29.0,11.55,,3.3,11.0
drew gooden,2002,4,PF,Kansas,College/University,MEM,80.75,,227.0,84.5,106.5,,,,29.0,33.0,11.81,,3.19,13.0
nikoloz tskitishvili,2002,5,,Universo Treviso Basket (Italy),Other Team/Club,DEN,,,,,,,,,,,,,,
dajuan wagner,2002,6,PG-SG,Memphis,College/University,CLE,72.75,,193.0,74.0,99.0,,,,28.0,35.0,12.03,,3.22,16.0
nene,2002,7,PF,CR Vasco da Gama (Brazil),Other Team/Club,NYK,81.25,,253.0,88.5,109.0,,,,30.0,34.0,10.73,,3.19,16.0
chris wilcox,2002,8,PF-C,Maryland,College/University,LAC,80.25,,218.0,85.0,107.5,,,,31.0,34.5,11.43,,3.16,20.0
amar e stoudemire,2002,9,PF,Cypress Creek,High School,PHX,80.5,,233.0,85.75,108.5,,,,32.0,35.5,11.19,,3.25,12.0
caron butler,2002,10,SF-SG,Connecticut,College/University,MIA,77.25,,222.0,83.5,103.5,,,,27.0,31.0,12.15,,3.33,2.0
jared jeffries,2002,11,PF,Indiana,College/University,WAS,82.0,,230.0,84.5,109.0,,,,26.0,30.0,11.73,,3.4,9.0
melvin ely,2002,12,PF,Fresno State,College/University,LAC,81.0,,240.0,88.0,111.0,,,,26.0,29.0,11.96,,3.35,7.0
marcus haislip,2002,13,PF,Tennessee,College/University,MIL,80.5,,221.0,84.0,107.0,,,,33.5,36.5,11.35,,3.21,8.0
fred jones,2002,14,SG,Oregon,College/University,IND,74.25,,218.0,84.0,100.0,,,,33.5,37.5,11.12,,3.13,
bostjan nachbar,2002,15,,Universo Treviso Basket (Italy),Other Team/Club,HOU,,,,,,,,,,,,,,
jiri welsch,2002,16,,KK Olimpija (Slovenia),Other Team/Club,PHI,,,,,,,,,,,,,,
juan dixon,2002,17,,Maryland,College/University,WAS,,,,,,,,,,,,,,
curtis borchardt,2002,18,C,Stanford,College/University,ORL,82.75,,238.0,86.5,112.0,,,,24.0,27.0,12.56,,3.63,7.0
ryan humphrey,2002,19,PF-SF,Notre Dame,College/University,UTA,78.0,,223.0,84.0,104.5,,,,31.5,37.5,11.75,,3.2,13.0
kareem rush,2002,20,SG-SF,Missouri,College/University,TOR,76.75,,199.0,81.75,103.5,,,,26.0,30.0,11.86,,3.22,15.0
qyntel woods,2002,21,SF-SG,Northeast Mississippi Community College,College/University,POR,79.0,,213.0,82.0,105.0,,,,33.5,34.5,11.94,,3.23,2.0
casey jacobsen,2002,22,,Stanford,College/University,PHX,,,,,,,,,,,,,,
tayshaun prince,2002,23,,Kentucky,College/University,DET,,,,,,,,,,,,,,
nenad krstic,2002,24,,KK Partizan (Serbia),Other Team/Club,NJN,,,,,,,,,,,,,,
frank williams,2002,25,PG,Illinois,College/University,DEN,73.5,,212.0,80.0,100.5,,,,26.0,31.0,11.73,,3.29,
john salmons,2002,26,SF-SG,Miami (FL),College/University,SAS,77.5,,207.0,82.25,104.0,,,,30.5,34.5,11.35,,3.25,12.0
chris jefferies,2002,27,,Fresno State,College/University,LAL,,,,,,,,,,,,,,
dan dickau,2002,28,,Gonzaga,College/University,SAC,,,,,,,,,,,,,,
steve logan,2002,29,PG,Cincinnati,College/University,GSW,70.0,,207.0,71.75,92.5,,,,,,,,,11.0
roger mason,2002,30,,Virginia,College/University,CHI,,,,,,,,,,,,,,
robert archibald,2002,31,PF-C,Illinois,College/University,MEM,82.0,,250.0,83.75,109.5,,,,24.0,27.5,11.34,,3.33,10.0
vincent yarbrough,2002,32,SF,Tennessee,College/University,DEN,77.5,,202.0,84.5,104.5,,,,30.0,34.0,11.7,,3.32,10.0
dan gadzuric,2002,33,,California-Los Angeles,College/University,MIL,,,,,,,,,,,,,,
carlos boozer,2002,34,PF,Duke,College/University,CLE,79.75,,258.0,86.25,108.5,,,,26.5,28.5,10.77,,3.31,13.0
milos vujanic,2002,35,,KK Partizan (Serbia),Other Team/Club,NYK,,,,,,,,,,,,,,
david andersen,2002,36,,Virtus Pallacanestro Bologna (Italy),Other Team/Club,ATL,,,,,,,,,,,,,,
tito maddox,2002,37,PG,Fresno State,College/University,HOU,75.0,,200.0,77.0,99.0,,,,27.0,32.5,12.2,,3.24,0.0
rod grizzard,2002,38,SF-SG,Alabama,College/University,WAS,78.0,,193.0,84.0,107.0,,,,,,,,,6.0
juan carlos navarro,2002,39,,FC Barcelona Basquet (Spain),Other Team/Club,WAS,,,,,,,,,,,,,,
mario kasun,2002,40,C,Skyliners Frankfurt (Germany),Other Team/Club,LAC,83.75,,260.0,83.5,109.0,,,,,,,,,12.0
flip murray,2002,41,SG,Shaw,College/University,MIL,75.0,,197.0,79.5,100.5,,,,31.0,36.5,11.13,,3.16,9.0
jason jennings,2002,42,C,Arkansas State,College/University,POR,83.25,,249.0,91.0,111.0,,,,29.0,32.0,11.92,,3.62,8.0
lonny baxter,2002,43,PF-C,Maryland,College/University,CHI,78.25,,264.0,85.5,107.5,,,,28.0,32.5,11.77,,3.21,14.0
sam clancy,2002,44,,Southern California,College/University,PHI,,,,,,,,,,,,,,
matt barnes,2002,45,SF,California-Los Angeles,College/University,MEM,78.75,,226.0,81.0,96.5,,,,35.5,40.5,10.68,,3.28,11.0
jamal sampson,2002,46,,California,College/University,UTA,,,,,,,,,,,,,,
chris owens,2002,47,PF-SF,Texas,College/University,MIL,79.0,,237.0,83.5,104.0,,,,,,,,,10.0
peter fehse,2002,48,PF-C,SV Halle (Germany),Other Team/Club,SEA,82.0,,220.0,84.5,109.0,,,,,,,,,
darius songaila,2002,49,PF,Wake Forest,College/University,BOS,80.0,,240.0,85.0,108.5,,,,24.5,29.5,11.69,,3.52,8.0
federico kammerichs,2002,50,,Club Ourense Baloncesto (Spain),Other Team/Club,POR,,,,,,,,,,,,,,
marcus taylor,2002,51,PG,Michigan State,College/University,MIN,73.0,,181.0,76.5,98.5,,,,27.5,33.5,11.25,,3.31,4.0
rasual butler,2002,52,SF,La Salle,College/University,MIA,78.75,,198.0,84.0,105.5,,,,31.5,37.5,11.54,,3.29,10.0
tamar slay,2002,53,SF,Marshall,College/University,NJN,78.75,,203.0,83.5,104.0,,,,32.5,38.0,10.94,,3.09,11.0
mladen sekularac,2002,54,,KK FMP (Serbia),Other Team/Club,DAL,,,,,,,,,,,,,,
luis scola,2002,55,,Saski Baskonia (Spain),Other Team/Club,SAS,,,,,,,,,,,,,,
randy holcomb,2002,56,SF-PF,San Diego State,College/University,SAS,79.0,,225.0,85.0,105.0,,,,29.5,35.5,12.85,,3.22,15.0
corsley edwards,2002,57,PF,Central Connecticut State,College/University,SAC,79.25,,285.0,82.75,106.5,,,,28.5,33.0,12.18,,3.31,12.0
aaron mcghee,2002,999,PF-SF,,,,79.0,,255.0,82.0,105.5,,,,26.0,28.5,12.24,,,
andy ellis,2002,999,PF,,,,81.25,,220.0,82.25,102.0,,,,32.0,35.5,11.69,,3.34,6.0
anthony grundy,2002,999,PG-SG,,,,72.75,,167.0,79.75,99.0,,,,27.5,32.0,11.1,,3.39,0.0
brian brown,2002,999,PG-SG,,,,74.5,,194.0,79.0,99.0,,,,26.0,33.0,11.43,,3.29,8.0
brooks sales,2002,999,PF-C,,,,81.0,,232.0,82.0,108.0,,,,26.0,29.5,11.05,,3.29,13.0
byron mouton,2002,999,SG-SF,,,,76.5,,213.0,82.25,102.0,,,,24.0,30.0,11.84,,3.1,7.0
chris burgess,2002,999,C,,,,82.0,,246.0,83.5,109.0,,,,24.5,31.0,11.58,,3.37,24.0
chris christoffersen,2002,999,C,,,,84.75,,291.0,87.5,109.0,,,,28.0,31.0,12.55,,3.39,13.0
chris massie,2002,999,PF,,,,78.25,,248.0,84.0,107.0,,,,,,,,,
cordell henry,2002,999,PG,,,,68.0,,155.0,73.0,92.0,,,,33.0,37.5,11.3,,3.04,1.0
craig dawson,2002,999,SG-SF,,,,75.5,,200.0,78.25,102.0,,,,26.0,30.0,12.06,,3.25,0.0
damon hancock,2002,999,SG-PG,,,,74.75,,203.0,78.0,99.5,,,,32.0,35.0,11.62,,3.03,15.0
david graves,2002,999,SG,,,,76.5,,212.0,79.0,101.0,,,,26.0,29.5,11.2,,3.27,8.0
elvin mims,2002,999,SF-SG,,,,76.25,,211.0,85.5,105.5,,,,32.0,38.0,11.17,,3.22,7.0
george williams,2002,999,PF-SF,,,,77.75,,214.0,84.5,103.0,,,,33.5,39.0,11.21,,3.24,11.0
greg harrington,2002,999,PG,,,,73.0,,183.0,75.75,97.0,,,,28.5,34.0,12.06,,3.32,15.0
immanuel mcelroy,2002,999,SG,,,,74.25,,191.0,78.5,100.0,,,,,,,,,9.0
israel sheinfeld,2002,999,PF-C,,,,80.25,,239.0,81.75,106.5,,,,,,,,,8.0
j r bremer,2002,999,SG-PG,,,,73.25,,188.0,74.25,96.0,,,,30.0,35.5,10.93,,3.1,24.0
jannero pargo,2002,999,PG,,,,72.25,,168.0,74.5,96.0,,,,25.5,29.5,11.11,,3.2,5.0
jobey thomas,2002,999,SG,,,,74.75,,183.0,77.75,99.5,,,,26.0,32.0,11.46,,3.3,13.0
julian sensley,2002,999,PF-SF,,,,79.0,,228.0,83.5,105.5,,,,27.5,31.5,11.85,,3.32,8.0
kei madison,2002,999,SF,,,,79.75,,216.0,84.5,107.0,,,,27.5,34.5,11.74,,3.22,6.0
kevin lyde,2002,999,C-PF,,,,80.75,,278.0,86.0,109.5,,,,27.5,30.5,12.97,,3.36,13.0
kris lang,2002,999,C-PF,,,,81.25,,242.0,83.75,109.0,,,,28.0,29.0,11.36,,3.24,19.0
lee benson,2002,999,SF-PF,,,,80.25,,217.0,85.75,109.0,,,,27.5,32.5,11.44,,3.29,14.0
lenny cooke,2002,999,SG-SF,,,,77.5,,214.0,85.0,107.0,,,,,,,,,0.0
lonnie jones,2002,999,C-PF,,,,82.25,,230.0,86.25,112.0,,,,30.5,31.5,11.8,,3.33,15.0
lubos barton,2002,999,SF-SG,,,,78.5,,221.0,84.0,107.0,,,,25.5,31.5,11.2,,3.31,14.0
luke recker,2002,999,SG-SF,,,,76.75,,198.0,79.0,101.0,,,,25.5,31.0,10.78,,3.27,13.0
lynn greer,2002,999,PG,,,,72.25,,170.0,73.0,94.5,,,,29.5,36.5,11.24,,3.16,12.0
maurice baker,2002,999,PG,,,,71.75,,178.0,76.0,96.0,,,,29.5,33.0,12.19,,3.29,2.0
mire chatman,2002,999,PG-SG,,,,72.0,,174.0,78.0,98.0,,,,29.0,33.0,11.12,,3.18,1.0
muhammed lasege,2002,999,C-PF,,,,80.75,,228.0,86.0,108.5,,,,27.5,30.0,12.96,,3.29,18.0
predrag savovic,2002,999,SG,,,,76.75,,212.0,79.0,102.0,,,,22.5,28.5,10.94,,3.38,13.0
preston shumpert,2002,999,SF,,,,78.0,,197.0,80.5,103.5,,,,28.5,29.0,11.03,,3.24,9.0
reggie evans,2002,999,PF,,,,79.5,,250.0,86.5,107.5,,,,26.0,29.5,12.73,,3.26,15.0
rolan roberts,2002,999,PF,,,,77.75,,241.0,85.0,105.5,,,,32.5,37.5,11.36,,3.33,16.0
sean kennedy,2002,999,PG,,,,72.75,,182.0,74.5,96.0,,,,22.5,26.5,11.64,,3.28,0.0
smush parker,2002,999,PG-SG,,,,74.5,,179.0,82.0,107.5,,,,21.0,28.5,12.3,,3.26,1.0
sylvere bryan,2002,999,PF,,,,81.0,,226.0,88.5,109.5,,,,28.5,29.5,12.03,,3.2,13.0
teddy dupay,2002,999,PG,,,,69.5,,178.0,70.75,90.5,,,,28.0,33.0,10.53,,3.19,16.0
travis robinson,2002,999,SF,,,,77.25,,211.0,82.5,104.5,,,,26.0,33.0,11.96,,3.43,3.0
uche okafor,2002,999,PF-C,,,,81.0,,229.0,89.5,112.0,,,,24.5,25.0,14.45,,3.34,10.0
udonis haslem,2002,999,PF,,,,79.75,,250.0,83.0,107.0,,,,28.5,33.5,11.8,,3.31,22.0
lebron james,2003,1,SF-SG,Saint Vincent-Saint Mary,High School,CLE,79.25,,245.0,84.25,106.25,6.7,,,,,,,,
darko milicic,2003,2,PF,KK Vrsac (Serbia),Other Team/Club,DET,83.5,,250.0,89.0,111.5,8.0,,,26.5,32.5,11.3,,3.36,13.0
carmelo anthony,2003,3,SF,Syracuse,College/University,DEN,78.25,,233.0,84.0,105.5,8.0,,,30.5,33.5,11.4,,3.15,7.0
chris bosh,2003,4,PF,Georgia Tech,College/University,TOR,82.25,,225.0,87.5,109.0,8.0,,,30.5,33.0,11.8,,3.3,9.0
dwyane wade,2003,5,SG-SF,Marquette,College/University,MIA,75.75,,212.0,82.75,102.0,6.7,,,31.5,35.0,10.56,,3.08,9.0
chris kaman,2003,6,C-PF,Central Michigan,College/University,LAC,83.5,,252.0,83.75,110.5,16.3,,,23.5,30.5,11.33,,3.37,15.0
kirk hinrich,2003,7,PG-SG,Kansas,College/University,CHI,74.75,,186.0,78.0,98.5,5.3,,,29.0,33.5,10.98,,3.1,10.0
t j ford,2003,8,PG,Texas,College/University,MIL,71.0,,162.0,71.5,93.5,6.7,,,32.5,39.5,11.45,,3.2,0.0
michael sweetney,2003,9,PF,Georgetown,College/University,NYK,79.25,,262.0,85.0,107.5,14.1,,,26.0,31.5,12.9,,3.28,3.0
jarvis hayes,2003,10,,Georgia,College/University,WAS,,,,,,,,,,,,,,
mickael pietrus,2003,11,,Elan Bearnais Pau-Orthez (France),Other Team/Club,GSW,,,,,,,,,,,,,,
nick collison,2003,12,PF,Kansas,College/University,SEA,80.75,,255.0,85.5,108.0,17.0,,,28.0,33.0,11.62,,3.28,8.0
marcus banks,2003,13,,Nevada-Las Vegas,College/University,MEM,,,,,,,,,,,,,,
luke ridnour,2003,14,PG,Oregon,College/University,SEA,73.0,,167.0,75.0,95.5,5.3,,,26.0,32.5,11.0,,3.28,0.0
reece gaines,2003,15,,Louisville,College/University,ORL,,,,,,,,,,,,,,
troy bell,2003,16,PG,Boston College,College/University,BOS,72.25,,178.0,77.0,97.5,5.3,,,34.5,41.0,10.89,,3.06,17.0
zarko cabarkapa,2003,17,,KK Buducnost Podgorica (Montenegro),Other Team/Club,PHX,,,,,,,,,,,,,,
david west,2003,18,PF-SF,Xavier,College/University,NOH,80.25,,226.0,88.25,108.25,8.0,,,28.5,31.5,12.18,,3.43,11.0
sasha pavlovic,2003,19,,KK Buducnost Podgorica (Montenegro),Other Team/Club,UTA,,,,,,,,,,,,,,
dahntay jones,2003,20,SG-SF,Duke,College/University,BOS,76.75,,214.0,81.0,102.5,2.6,,,30.0,39.5,10.91,,3.11,
boris diaw,2003,21,,Elan Bearnais Pau-Orthez (France),Other Team/Club,ATL,,,,,,,,,,,,,,
zoran planinic,2003,22,,KK Cibona (Croatia),Other Team/Club,NJN,,,,,,,,,,,,,,
travis outlaw,2003,23,,Starkville,High School,POR,,,,,,,,,,,,,,
brian cook,2003,24,PF-SF,Illinois,College/University,LAL,81.5,,234.0,86.0,109.0,10.5,,,25.0,29.0,11.87,,3.45,6.0
carlos delfino,2003,25,,Fortitudo Pallacanestro Bologna (Italy),Other Team/Club,DET,,,,,,,,,,,,,,
ndudi ebi,2003,26,,Westbury Christian School,High School,MIN,,,,,,,,,,,,,,
kendrick perkins,2003,27,,Clifton J. Ozen,High School,MEM,,,,,,,,,,,,,,
leandro barbosa,2003,28,,Associacao Bauru Basketball Team (Brazil),Other Team/Club,SAS,,,,,,,,,,,,,,
josh howard,2003,29,SF-SG,Wake Forest,College/University,DAL,77.25,,202.0,86.0,105.5,6.0,,,33.0,36.5,10.89,,3.09,4.0
maciej lampe,2003,30,,Madrid (ESP),College/University,NYK,,,,,,,,,,,,,,
jason kapono,2003,31,SG-SF,California-Los Angeles,College/University,CLE,78.5,,215.0,78.5,102.0,11.7,,,23.5,30.0,11.04,,3.38,8.0
luke walton,2003,32,SF-PF,Arizona,College/University,LAL,79.75,,235.0,80.5,104.0,9.3,,,28.0,,,,,12.0
jerome beasley,2003,33,SF-PF,North Dakota,College/University,MIA,81.0,,237.0,84.5,107.0,9.9,,,27.0,32.0,11.36,,3.25,10.0
sofoklis schortsanitis,2003,34,,Iraklis Thessaloniki B.C. (Greece),Other Team/Club,LAC,,,,,,,,,,,,,,
szymon szewczyk,2003,35,,Basketball Lowen Braunschweig (Germany),Other Team/Club,MIL,,,,,,,,,,,,,,
mario austin,2003,36,,Mississippi State,College/University,CHI,,,,,,,,,,,,,,
travis hansen,2003,37,SG,Brigham Young,College/University,ATL,76.5,,200.0,78.5,100.5,6.0,,,31.5,35.0,10.72,,3.18,16.0
steve blake,2003,38,,Maryland,College/University,WAS,,,,,,,,,,,,,,
slavko vranes,2003,39,,KK Buducnost Podgorica (Montenegro),Other Team/Club,NYK,,,,,,,,,,,,,,
derrick zimmerman,2003,40,PG,Mississippi State,College/University,GSW,73.0,,190.0,81.0,96.25,5.3,,,34.0,40.5,11.09,,3.1,13.0
willie green,2003,41,SG-PG,Detroit Mercy,College/University,SEA,74.5,,201.0,79.25,100.0,8.0,,,28.5,28.5,11.86,,3.19,13.0
zaza pachulia,2003,42,,Ulkerspor (Turkey),Other Team/Club,ORL,,,,,,,,,,,,,,
keith bogans,2003,43,SG,Kentucky,College/University,MIL,76.25,,213.0,81.25,101.0,8.0,,,29.5,35.0,11.43,,3.25,10.0
malick badiane,2003,44,,TV Langen (Germany),Other Team/Club,HOU,,,,,,,,,,,,,,
matt bonner,2003,45,PF-SF,Florida,College/University,CHI,80.5,,242.0,80.75,105.5,13.6,,,27.0,32.0,11.52,,3.32,20.0
sani becirovic,2003,46,,Virtus Pallacanestro Bologna (Italy),Other Team/Club,DEN,,,,,,,,,,,,,,
mo williams,2003,47,PG-SG,Alabama,College/University,UTA,72.75,,189.0,77.5,98.5,6.7,,,,,,,,3.0
james lang,2003,48,C-PF,Central Park Christian,High School,NOH,80.25,,316.0,90.25,110.0,21.4,,,24.5,32.0,14.01,,3.55,8.0
james jones,2003,49,SF,Miami (FL),College/University,IND,79.25,,218.0,86.5,107.5,6.7,,,30.5,33.0,11.18,,3.19,9.0
paccelis morlende,2003,50,,JDA Dijon Basket (France),Other Team/Club,PHI,,,,,,,,,,,,,,
kyle korver,2003,51,SF,Creighton,College/University,NJN,78.25,,211.0,81.5,102.5,6.7,,,25.5,31.5,11.42,,3.47,13.0
remon van de hare,2003,52,,FC Barcelona Basquet (Spain),Other Team/Club,TOR,,,,,,,,,,,,,,
tommy smith,2003,53,PF-SF,Arizona State,College/University,CHI,81.0,,200.0,86.5,107.5,6.7,,,30.0,33.0,11.54,,3.14,2.0
nedzad sinanovic,2003,54,,HKK Brotnjo (Bosnia and Herzegovina),Other Team/Club,POR,,,,,,,,,,,,,,
rick rickert,2003,55,,Minnesota,College/University,MIN,,,,,,,,,,,,,,
brandon hunter,2003,56,PF,Ohio,College/University,BOS,78.5,,266.0,86.75,105.5,8.0,,,32.5,35.0,11.13,,3.21,25.0
xue yuyang,2003,57,,Hong Kong Flying Dragons (China),Other Team/Club,DAL,,,,,,,,,,,,,,
andreas glyniadakis,2003,58,,A.E.K. Athens B.C. (Greece),Other Team/Club,DET,,,,,,,,,,,,,,
aleksander djuric,2003,999,C-PF,,,,82.0,,253.0,84.0,108.0,16.3,,,23.5,27.5,11.97,,3.65,3.0
aloysius anagonye,2003,999,PF,,,,78.75,,257.0,86.5,106.0,10.5,,,31.0,34.5,12.93,,3.3,6.0
bernard king,2003,999,SG-PG,,,,75.75,,200.0,77.5,98.5,12.9,,,28.0,33.5,11.37,,3.18,11.0
brandin knight,2003,999,PG,,,,71.75,,190.0,78.0,95.5,10.5,,,,,,,,6.0
britton johnsen,2003,999,SF-PF,,,,82.0,,212.0,82.75,107.5,7.3,,,26.5,32.5,10.67,,3.08,13.0
carl english,2003,999,SG-PG,,,,76.0,,201.0,77.25,98.5,8.0,,,28.0,34.0,11.77,,3.32,11.0
chris marcus,2003,999,C,,,,84.0,,334.0,92.0,114.0,23.1,,,,,,,,12.0
chris massie,2003,999,PF-C,,,,78.5,,259.0,85.0,106.5,14.8,,,26.5,33.0,12.48,,3.22,13.0
donald little,2003,999,PF-C,,,,81.5,,229.0,87.0,97.0,7.3,,,33.0,37.0,11.18,,3.2,18.0
doug wrenn,2003,999,SF-PF,,,,77.75,,220.0,91.5,100.5,7.3,,,34.5,41.0,11.38,,3.17,15.0
ebi ere,2003,999,SG,,,,75.5,,210.0,82.5,102.0,14.1,,,29.5,33.5,11.38,,3.16,
hollis price,2003,999,PG-SG,,,,71.5,,165.0,76.5,94.5,7.3,,,27.5,33.0,10.72,,3.25,1.0
jason gardner,2003,999,PG,,,,69.75,,194.0,73.0,92.0,9.3,,,30.5,35.0,10.62,,3.17,10.0
jason keep,2003,999,C-PF,,,,81.75,,270.0,84.5,106.5,8.6,,,29.5,34.0,11.18,,3.3,27.0
jeff newton,2003,999,PF,,,,80.0,,199.0,85.0,106.0,5.3,,,27.5,34.0,11.18,,3.23,9.0
jermaine boyette,2003,999,PG-SG,,,,73.0,,187.0,76.0,96.0,7.3,,,29.0,35.5,11.2,,3.07,14.0
jerry holman,2003,999,PF,,,,80.75,,232.0,87.25,109.5,6.0,,,33.0,37.5,11.54,,3.24,11.0
joe shipp,2003,999,SG,,,,76.0,,224.0,82.0,103.0,11.7,,,29.0,34.5,11.75,,3.2,17.0
joel cornette,2003,999,PF-SF,,,,80.25,,239.0,81.25,105.5,12.9,,,26.0,32.5,11.27,,3.14,13.0
josh powell,2003,999,PF-SF,,,,80.0,,227.0,85.0,107.5,8.0,,,32.5,38.5,11.72,,3.2,15.0
justin hamilton,2003,999,PG-SG,,,,75.0,,217.0,83.0,103.0,8.0,,,30.0,37.5,11.18,,3.18,17.0
kirk penney,2003,999,SG-SF,,,,77.0,,218.0,77.25,97.0,8.0,,,32.0,35.5,10.44,,3.04,15.0
lavell blanchard,2003,999,SF,,,,78.0,,205.0,78.0,101.5,11.7,,,33.5,36.5,11.64,,3.38,12.0
marcus hatten,2003,999,PG,,,,72.75,,163.0,78.25,98.0,4.0,,,29.5,37.5,11.5,,3.15,7.0
marlon parmer,2003,999,PG,,,,72.75,,184.0,75.5,97.0,9.3,,,28.0,32.0,,,3.42,13.0
marquis daniels,2003,999,SG-PG,,,,77.25,,198.0,82.0,103.5,4.0,,,30.5,35.0,11.62,,3.25,6.0
